StationID,DataTime,AirTemperature,RelativeHumidity,Precipitation
C0FA70,2025-04-25T01:00:00,9.8,91.0,0.0
C0FA70,2025-04-25T02:00:00,10.3,95.0,0.0
C0FA70,2025-04-25T03:00:00,10.5,90.0,0.0
C0FA70,2025-04-25T04:00:00,10.2,90.0,0.0
C0FA70,2025-04-25T05:00:00,9.9,87.0,0.0
C0FA70,2025-04-25T06:00:00,10.6,94.0,0.0
C0FA70,2025-04-25T07:00:00,10.6,91.0,0.0
C0FA70,2025-04-25T08:00:00,10.8,94.0,0.0
C0FA70,2025-04-25T09:00:00,10.4,96.0,0.0
C0FA70,2025-04-25T10:00:00,10.6,97.0,0.0
C0FA70,2025-04-25T11:00:00,11.0,98.0,0.0
C0FA70,2025-04-25T12:00:00,,,0.0
C0FA70,2025-04-25T13:00:00,,,0.0
C0FA70,2025-04-25T14:00:00,11.5,99.0,0.0
C0FA70,2025-04-25T15:00:00,11.6,99.0,0.0
C0FA70,2025-04-25T16:00:00,11.7,99.0,0.0
C0FA70,2025-04-25T17:00:00,11.6,99.0,0.0
C0FA70,2025-04-25T18:00:00,11.4,99.0,0.0
C0FA70,2025-04-25T19:00:00,11.7,99.0,0.0
C0FA70,2025-04-25T20:00:00,11.8,99.0,0.0
C0FA70,2025-04-25T21:00:00,12.0,99.0,0.0
C0FA70,2025-04-25T22:00:00,11.9,99.0,0.0
C0FA70,2025-04-25T23:00:00,,,0.0
C0FA70,2025-04-25T23:59:00,10.3,99.0,0.0
C0FA70,2025-04-26T01:00:00,10.5,99.0,0.0
C0FA70,2025-04-26T02:00:00,10.9,99.0,0.0
C0FA70,2025-04-26T03:00:00,10.8,99.0,0.0
C0FA70,2025-04-26T04:00:00,10.5,99.0,0.0
C0FA70,2025-04-26T05:00:00,10.6,99.0,0.0
C0FA70,2025-04-26T06:00:00,,,0.0
C0FA70,2025-04-26T07:00:00,,,0.0
C0FA70,2025-04-26T08:00:00,11.3,99.0,0.0
C0FA70,2025-04-26T09:00:00,11.4,99.0,0.0
C0FA70,2025-04-26T10:00:00,,,0.0
C0FA70,2025-04-26T11:00:00,11.3,99.0,0.0
C0FA70,2025-04-26T12:00:00,10.8,99.0,0.0
C0FA70,2025-04-26T13:00:00,10.6,99.0,0.0
C0FA70,2025-04-26T14:00:00,10.0,98.0,0.0
C0FA70,2025-04-26T15:00:00,,,0.0
C0FA70,2025-04-26T16:00:00,10.6,99.0,0.0
C0FA70,2025-04-26T17:00:00,11.0,99.0,0.0
C0FA70,2025-04-26T18:00:00,,,0.0
C0FA70,2025-04-26T19:00:00,11.0,98.0,0.0
C0FA70,2025-04-26T20:00:00,10.7,98.0,0.0
C0FA70,2025-04-26T21:00:00,10.5,96.0,0.0
C0FA70,2025-04-26T22:00:00,10.5,95.0,0.0
C0FA70,2025-04-26T23:00:00,10.1,97.0,0.0
C0FA70,2025-04-26T23:59:00,,,0.0
C0FA70,2025-04-27T01:00:00,10.2,96.0,0.0
C0FA70,2025-04-27T02:00:00,9.9,96.0,0.0
C0FA70,2025-04-27T03:00:00,,,0.0
C0FA70,2025-04-27T04:00:00,10.5,96.0,0.0
C0FA70,2025-04-27T05:00:00,10.2,98.0,0.0
C0FA70,2025-04-27T06:00:00,10.5,97.0,0.0
C0FA70,2025-04-27T07:00:00,,,0.0
C0FA70,2025-04-27T08:00:00,13.7,93.0,0.0
C0FA70,2025-04-27T09:00:00,15.0,93.0,0.0
C0FA70,2025-04-27T10:00:00,15.3,93.0,0.0
C0FA70,2025-04-27T11:00:00,14.5,92.0,0.0
C0FA70,2025-04-27T12:00:00,14.1,94.0,0.0
C0FA70,2025-04-27T13:00:00,14.5,95.0,0.0
C0FA70,2025-04-27T14:00:00,14.1,96.0,0.0
C0FA70,2025-04-27T15:00:00,13.5,96.0,0.0
C0FA70,2025-04-27T16:00:00,11.9,97.0,0.0
C0FA70,2025-04-27T17:00:00,10.9,98.0,0.0
C0FA70,2025-04-27T18:00:00,11.2,99.0,0.0
C0FA70,2025-04-27T19:00:00,10.9,99.0,0.0
C0FA70,2025-04-27T20:00:00,10.7,98.0,0.0
C0FA70,2025-04-27T21:00:00,10.9,99.0,0.0
C0FA70,2025-04-27T22:00:00,,,0.0
C0FA70,2025-04-27T23:00:00,11.1,99.0,0.0
C0FA70,2025-04-27T23:59:00,11.1,99.0,0.0
C0FA70,2025-04-28T01:00:00,11.3,99.0,
C0FA70,2025-04-28T02:00:00,11.3,99.0,
C0FA70,2025-04-28T03:00:00,11.1,99.0,
C0FA70,2025-04-28T04:00:00,11.1,99.0,
C0FA70,2025-04-28T05:00:00,11.1,99.0,
C0FA70,2025-04-28T06:00:00,11.2,99.0,
C0FA70,2025-04-28T07:00:00,,,
C0FA70,2025-04-28T08:00:00,11.7,99.0,
C0FA70,2025-04-28T09:00:00,11.5,99.0,
C0FA70,2025-04-28T10:00:00,11.9,99.0,
C0FA70,2025-04-28T11:00:00,,,
C0FA70,2025-04-28T12:00:00,13.5,99.0,
C0FA70,2025-04-28T13:00:00,14.1,99.0,
C0FA70,2025-04-28T14:00:00,14.2,99.0,
C0FA70,2025-04-28T15:00:00,14.2,99.0,
C0FA70,2025-04-28T16:00:00,14.0,99.0,
C0FA70,2025-04-28T17:00:00,11.5,98.0,
C0FA70,2025-04-28T18:00:00,11.1,98.0,
C0FA70,2025-04-28T19:00:00,10.8,91.0,
C0FA70,2025-04-28T20:00:00,10.7,91.0,
C0FA70,2025-04-28T21:00:00,10.7,92.0,
C0FA70,2025-04-28T22:00:00,10.6,91.0,
C0FA70,2025-04-28T23:00:00,10.6,92.0,
C0FA70,2025-04-28T23:59:00,10.5,91.0,
C0FA70,2025-04-29T01:00:00,10.3,94.0,
C0FA70,2025-04-29T02:00:00,10.0,92.0,
C0FA70,2025-04-29T03:00:00,10.5,94.0,
C0FA70,2025-04-29T04:00:00,,,
C0FA70,2025-04-29T05:00:00,10.0,92.0,
C0FA70,2025-04-29T06:00:00,10.0,91.0,
C0FA70,2025-04-29T07:00:00,10.7,92.0,
C0FA70,2025-04-29T08:00:00,11.6,92.0,
C0FA70,2025-04-29T09:00:00,13.6,95.0,
C0FA70,2025-04-29T10:00:00,,,
C0FA70,2025-04-29T11:00:00,13.8,93.0,
C0FA70,2025-04-29T12:00:00,12.0,94.0,
C0FA70,2025-04-29T13:00:00,14.4,92.0,
C0FA70,2025-04-29T14:00:00,14.1,94.0,
C0FA70,2025-04-29T15:00:00,14.0,94.0,
C0FA70,2025-04-29T16:00:00,12.1,93.0,
C0FA70,2025-04-29T17:00:00,,,
C0FA70,2025-04-29T18:00:00,11.3,90.0,
C0FA70,2025-04-29T19:00:00,10.1,95.0,
C0FA70,2025-04-29T20:00:00,10.4,95.0,
C0FA70,2025-04-29T21:00:00,10.3,96.0,
C0FA70,2025-04-29T22:00:00,10.0,93.0,
C0FA70,2025-04-29T23:00:00,9.5,92.0,
C0FA70,2025-04-29T23:59:00,9.3,91.0,
C0FA70,2025-04-30T01:00:00,9.2,92.0,
C0FA70,2025-04-30T02:00:00,9.9,95.0,
C0FA70,2025-04-30T03:00:00,10.0,96.0,
C0FA70,2025-04-30T04:00:00,9.1,90.0,
C0FA70,2025-04-30T05:00:00,10.1,93.0,
C0FA70,2025-04-30T06:00:00,8.4,89.0,
C0FA70,2025-04-30T07:00:00,11.5,76.0,
C0FA70,2025-04-30T08:00:00,11.9,83.0,
C0FA70,2025-04-30T09:00:00,14.2,80.0,
C0FA70,2025-04-30T10:00:00,,,
C0FA70,2025-04-30T11:00:00,,,
C0FA70,2025-04-30T12:00:00,16.2,84.0,
C0FA70,2025-04-30T13:00:00,15.5,94.0,
C0FA70,2025-04-30T14:00:00,16.3,87.0,
C0FA70,2025-04-30T15:00:00,16.6,85.0,
C0FA70,2025-04-30T16:00:00,14.5,93.0,
C0FA70,2025-04-30T17:00:00,13.7,92.0,
C0FA70,2025-04-30T18:00:00,11.2,90.0,0.0
C0FA70,2025-04-30T19:00:00,11.2,96.0,0.0
C0FA70,2025-04-30T20:00:00,10.5,96.0,0.0
C0FA70,2025-04-30T21:00:00,10.7,96.0,0.0
C0FA70,2025-04-30T22:00:00,10.3,96.0,0.0
C0FA70,2025-04-30T23:00:00,10.2,96.0,0.0
C0FA70,2025-04-30T23:59:00,10.2,94.0,0.0
C0FA70,2025-05-01T01:00:00,10.0,93.0,0.0
C0FA70,2025-05-01T02:00:00,9.9,95.0,0.0
C0FA70,2025-05-01T03:00:00,10.1,96.0,0.0
C0FA70,2025-05-01T04:00:00,9.9,96.0,0.0
C0FA70,2025-05-01T05:00:00,9.8,98.0,0.0
C0FA70,2025-05-01T06:00:00,9.2,92.0,0.0
C0FA70,2025-05-01T07:00:00,9.8,93.0,0.0
C0FA70,2025-05-01T08:00:00,11.1,73.0,0.0
C0FA70,2025-05-01T09:00:00,13.0,72.0,0.0
C0FA70,2025-05-01T10:00:00,14.8,70.0,0.0
C0FA70,2025-05-01T11:00:00,11.7,88.0,0.0
C0FA70,2025-05-01T12:00:00,12.6,92.0,0.0
C0FA70,2025-05-01T13:00:00,11.4,94.0,0.0
C0FA70,2025-05-01T14:00:00,10.5,93.0,0.0
C0FA70,2025-05-01T15:00:00,11.7,92.0,0.0
C0FA70,2025-05-01T16:00:00,12.1,90.0,0.0
C0FA70,2025-05-01T17:00:00,12.4,90.0,0.0
C0FA70,2025-05-01T18:00:00,14.3,84.0,0.0
C0FA70,2025-05-01T19:00:00,11.9,85.0,0.0
C0FA70,2025-05-01T20:00:00,13.9,83.0,0.0
C0FA70,2025-05-01T21:00:00,10.6,92.0,0.0
C0FA70,2025-05-01T22:00:00,12.1,85.0,0.0
C0FA70,2025-05-01T23:00:00,11.9,87.0,0.0
C0FA70,2025-05-01T23:59:00,10.9,93.0,0.0
C0FA70,2025-05-02T01:00:00,10.5,95.0,0.0
C0FA70,2025-05-02T02:00:00,10.2,96.0,0.0
C0FA70,2025-05-02T03:00:00,10.0,92.0,0.0
C0FA70,2025-05-02T04:00:00,10.6,89.0,0.0
C0FA70,2025-05-02T05:00:00,11.4,90.0,0.0
C0FA70,2025-05-02T06:00:00,11.9,87.0,0.0
C0FA70,2025-05-02T07:00:00,15.4,77.0,0.0
C0FA70,2025-05-02T08:00:00,16.1,71.0,0.0
C0FA70,2025-05-02T09:00:00,16.2,72.0,0.0
C0FA70,2025-05-02T10:00:00,17.9,70.0,0.0
C0FA70,2025-05-02T11:00:00,19.2,68.0,0.0
C0FA70,2025-05-02T12:00:00,19.1,68.0,0.0
C0FA70,2025-05-02T13:00:00,18.9,76.0,0.0
C0FA70,2025-05-02T14:00:00,18.7,82.0,0.0
C0FA70,2025-05-02T15:00:00,15.6,96.0,0.0
C0FA70,2025-05-02T16:00:00,14.5,92.0,0.0
C0FA70,2025-05-02T17:00:00,14.4,94.0,0.0
C0FA70,2025-05-02T18:00:00,14.2,88.0,0.0
C0FA70,2025-05-02T19:00:00,12.3,88.0,0.0
C0FA70,2025-05-02T20:00:00,11.4,90.0,0.0
C0FA70,2025-05-02T21:00:00,10.9,96.0,0.0
C0FA70,2025-05-02T22:00:00,11.4,95.0,0.0
C0FA70,2025-05-02T23:00:00,11.5,93.0,0.0
C0FA70,2025-05-02T23:59:00,11.5,91.0,0.0
C0FA70,2025-05-03T01:00:00,11.6,93.0,0.0
C0FA70,2025-05-03T02:00:00,11.7,95.0,0.0
C0FA70,2025-05-03T03:00:00,11.5,96.0,0.0
C0FA70,2025-05-03T04:00:00,11.2,95.0,0.0
C0FA70,2025-05-03T05:00:00,10.6,95.0,0.0
C0FA70,2025-05-03T06:00:00,11.0,96.0,0.0
C0FA70,2025-05-03T07:00:00,11.1,96.0,0.0
C0FA70,2025-05-03T08:00:00,11.3,96.0,0.0
C0FA70,2025-05-03T09:00:00,12.4,94.0,0.0
C0FA70,2025-05-03T10:00:00,14.4,90.0,0.0
C0FA70,2025-05-03T11:00:00,15.2,91.0,0.0
C0FA70,2025-05-03T12:00:00,15.0,90.0,0.0
C0FA70,2025-05-03T13:00:00,14.2,92.0,0.0
C0FA70,2025-05-03T14:00:00,14.2,93.0,0.0
C0FA70,2025-05-03T15:00:00,14.2,95.0,0.0
C0FA70,2025-05-03T16:00:00,12.0,96.0,0.0
C0FA70,2025-05-03T17:00:00,13.4,97.0,0.0
C0FA70,2025-05-03T18:00:00,13.7,96.0,0.0
C0FA70,2025-05-03T19:00:00,11.7,97.0,0.0
C0FA70,2025-05-03T20:00:00,11.9,93.0,0.0
C0FA70,2025-05-03T21:00:00,11.6,90.0,0.0
C0FA70,2025-05-03T22:00:00,11.8,94.0,0.0
C0FA70,2025-05-03T23:00:00,11.4,96.0,0.0
C0FA70,2025-05-03T23:59:00,11.7,96.0,0.0
C0FA70,2025-05-04T01:00:00,11.6,95.0,0.0
C0FA70,2025-05-04T02:00:00,11.6,96.0,0.0
C0FA70,2025-05-04T03:00:00,11.7,96.0,0.0
C0FA70,2025-05-04T04:00:00,11.7,96.0,0.0
C0FA70,2025-05-04T05:00:00,11.7,97.0,0.0
C0FA70,2025-05-04T06:00:00,11.9,96.0,0.0
C0FA70,2025-05-04T07:00:00,14.1,92.0,0.0
C0FA70,2025-05-04T08:00:00,15.2,93.0,0.0
C0FA70,2025-05-04T09:00:00,15.2,95.0,0.0
C0FA70,2025-05-04T10:00:00,15.9,94.0,0.0
C0FA70,2025-05-04T11:00:00,15.3,93.0,0.0
C0FA70,2025-05-04T12:00:00,15.6,93.0,0.0
C0FA70,2025-05-04T13:00:00,15.1,94.0,0.0
C0FA70,2025-05-04T14:00:00,14.8,97.0,0.0
C0FA70,2025-05-04T15:00:00,13.8,98.0,12.0
C0FA70,2025-05-04T16:00:00,14.7,98.0,0.0
C0FA70,2025-05-04T17:00:00,14.1,97.0,0.0
C0FA70,2025-05-04T18:00:00,14.1,98.0,0.0
C0FA70,2025-05-04T19:00:00,12.5,97.0,0.0
C0FA70,2025-05-04T20:00:00,14.0,97.0,0.0
C0FA70,2025-05-04T21:00:00,13.9,98.0,0.0
C0FA70,2025-05-04T22:00:00,12.1,98.0,0.5
C0FA70,2025-05-04T23:00:00,14.2,98.0,0.0
C0FA70,2025-05-04T23:59:00,14.2,98.0,0.0
C0FA70,2025-05-05T01:00:00,14.0,99.0,0.0
C0FA70,2025-05-05T02:00:00,13.9,99.0,0.0
C0FA70,2025-05-05T03:00:00,11.5,99.0,0.0
C0FA70,2025-05-05T04:00:00,11.8,99.0,0.0
C0FA70,2025-05-05T05:00:00,11.8,99.0,0.0
C0FA70,2025-05-05T06:00:00,11.5,99.0,0.0
C0FA70,2025-05-05T07:00:00,11.7,99.0,0.0
C0FA70,2025-05-05T08:00:00,11.8,99.0,0.0
C0FA70,2025-05-05T09:00:00,12.6,99.0,0.0
C0FA70,2025-05-05T10:00:00,14.3,98.0,0.0
C0FA70,2025-05-05T11:00:00,14.7,96.0,0.0
C0FA70,2025-05-05T12:00:00,14.9,95.0,0.0
C0FA70,2025-05-05T13:00:00,15.2,93.0,0.0
C0FA70,2025-05-05T14:00:00,14.9,96.0,0.0
C0FA70,2025-05-05T15:00:00,15.0,96.0,0.0
C0FA70,2025-05-05T16:00:00,14.3,99.0,0.0
C0FA70,2025-05-05T17:00:00,14.6,99.0,0.0
C0FA70,2025-05-05T18:00:00,14.1,99.0,0.0
C0FA70,2025-05-05T19:00:00,12.1,99.0,0.0
C0FA70,2025-05-05T20:00:00,13.5,99.0,0.0
C0FA70,2025-05-05T21:00:00,11.0,99.0,0.0
C0FA70,2025-05-05T22:00:00,11.5,97.0,0.0
C0FA70,2025-05-05T23:00:00,11.4,97.0,0.0
C0FA70,2025-05-05T23:59:00,11.4,92.0,0.0
C0FA70,2025-05-06T01:00:00,11.9,94.0,0.0
C0FA70,2025-05-06T02:00:00,12.0,95.0,0.0
C0FA70,2025-05-06T03:00:00,13.2,96.0,0.0
C0FA70,2025-05-06T04:00:00,12.2,96.0,0.0
C0FA70,2025-05-06T05:00:00,13.6,96.0,0.0
C0FA70,2025-05-06T06:00:00,12.4,97.0,0.0
C0FA70,2025-05-06T07:00:00,14.0,95.0,0.0
C0FA70,2025-05-06T08:00:00,14.3,93.0,0.0
C0FA70,2025-05-06T09:00:00,14.6,97.0,0.0
C0FA70,2025-05-06T10:00:00,14.6,96.0,0.0
C0FA70,2025-05-06T11:00:00,14.6,94.0,0.0
C0FA70,2025-05-06T12:00:00,14.7,94.0,0.0
C0FA70,2025-05-06T13:00:00,15.7,94.0,0.0
C0FA70,2025-05-06T14:00:00,,,0.0
C0FA70,2025-05-06T15:00:00,,,
C0FA70,2025-05-06T16:00:00,,,
C0FA70,2025-05-06T17:00:00,,,
C0FA70,2025-05-06T18:00:00,15.4,93.0,0.0
C0FA70,2025-05-06T19:00:00,14.2,95.0,0.0
C0FA70,2025-05-06T20:00:00,14.0,95.0,0.0
C0FA70,2025-05-06T21:00:00,14.2,97.0,2.5
C0FA70,2025-05-06T22:00:00,13.9,98.0,2.5
C0FA70,2025-05-06T23:00:00,14.1,98.0,0.0
C0FA70,2025-05-06T23:59:00,14.1,98.0,3.0
C0FA70,2025-05-07T01:00:00,14.1,99.0,0.0
C0FA70,2025-05-07T02:00:00,14.3,99.0,1.0
C0FA70,2025-05-07T03:00:00,13.8,99.0,3.0
C0FA70,2025-05-07T04:00:00,14.0,99.0,0.0
C0FA70,2025-05-07T05:00:00,14.2,99.0,0.5
C0FA70,2025-05-07T06:00:00,14.4,99.0,6.5
C0FA70,2025-05-07T07:00:00,14.5,99.0,15.5
C0FA70,2025-05-07T08:00:00,14.5,99.0,27.0
C0FA70,2025-05-07T09:00:00,14.4,99.0,25.5
C0FA70,2025-05-07T10:00:00,14.3,99.0,3.0
C0FA70,2025-05-07T11:00:00,14.3,99.0,1.0
C0FA70,2025-05-07T12:00:00,14.3,99.0,0.0
C0FA70,2025-05-07T13:00:00,14.4,99.0,0.0
C0FA70,2025-05-07T14:00:00,14.4,99.0,3.5
C0FA70,2025-05-07T15:00:00,14.2,99.0,5.5
C0FA70,2025-05-07T16:00:00,14.2,99.0,6.0
C0FA70,2025-05-07T17:00:00,14.4,99.0,3.0
C0FA70,2025-05-07T18:00:00,14.3,99.0,0.0
C0FA70,2025-05-07T19:00:00,13.8,99.0,0.0
C0FA70,2025-05-07T20:00:00,12.3,99.0,0.0
C0FA70,2025-05-07T21:00:00,12.1,99.0,0.0
C0FA70,2025-05-07T22:00:00,12.1,99.0,0.0
C0FA70,2025-05-07T23:00:00,11.9,98.0,0.0
C0FA70,2025-05-07T23:59:00,11.3,99.0,0.0
C0FA70,2025-05-08T01:00:00,11.1,98.0,0.0
C0FA70,2025-05-08T02:00:00,9.8,95.0,0.5
C0FA70,2025-05-08T03:00:00,12.0,98.0,0.0
C0FA70,2025-05-08T04:00:00,11.9,95.0,0.0
C0FA70,2025-05-08T05:00:00,10.5,92.0,0.0
C0FA70,2025-05-08T06:00:00,10.7,83.0,0.0
C0FA70,2025-05-08T07:00:00,11.7,81.0,0.0
C0FA70,2025-05-08T08:00:00,14.6,68.0,0.0
C0FA70,2025-05-08T09:00:00,16.4,66.0,0.0
C0FA70,2025-05-08T10:00:00,17.4,69.0,0.0
C0FA70,2025-05-08T11:00:00,18.4,71.0,0.0
C0FA70,2025-05-08T12:00:00,19.1,71.0,0.0
C0FA70,2025-05-08T13:00:00,17.3,84.0,0.0
C0FA70,2025-05-08T14:00:00,16.8,95.0,0.0
C0FA70,2025-05-08T15:00:00,16.7,90.0,0.0
C0FA70,2025-05-08T16:00:00,16.2,93.0,0.0
C0FA70,2025-05-08T17:00:00,15.7,96.0,0.0
C0FA70,2025-05-08T18:00:00,15.2,97.0,0.0
C0FA70,2025-05-08T19:00:00,15.3,98.0,0.0
C0FA70,2025-05-08T20:00:00,15.1,98.0,0.0
C0FA70,2025-05-08T21:00:00,14.5,98.0,0.0
C0FA70,2025-05-08T22:00:00,14.2,98.0,0.0
C0FA70,2025-05-08T23:00:00,14.0,97.0,0.0
C0FA70,2025-05-08T23:59:00,14.0,98.0,0.0
C0FA70,2025-05-09T01:00:00,14.1,98.0,0.0
C0FA70,2025-05-09T02:00:00,14.1,97.0,0.0
C0FA70,2025-05-09T03:00:00,12.2,97.0,0.0
C0FA70,2025-05-09T04:00:00,11.3,95.0,0.0
C0FA70,2025-05-09T05:00:00,11.8,93.0,0.0
C0FA70,2025-05-09T06:00:00,14.1,89.0,0.0
C0FA70,2025-05-09T07:00:00,14.9,90.0,0.0
C0FA70,2025-05-09T08:00:00,16.3,89.0,0.0
C0FA70,2025-05-09T09:00:00,16.9,87.0,0.0
C0FA70,2025-05-09T10:00:00,17.5,85.0,0.0
C0FA70,2025-05-09T11:00:00,19.1,80.0,0.0
C0FA70,2025-05-09T12:00:00,19.3,79.0,0.0
C0FA70,2025-05-09T13:00:00,16.3,92.0,0.0
C0FA70,2025-05-09T14:00:00,16.0,92.0,0.0
C0FA70,2025-05-09T15:00:00,15.4,97.0,4.0
C0FA70,2025-05-09T16:00:00,15.5,98.0,22.0
C0FA70,2025-05-09T17:00:00,15.1,99.0,27.0
C0FA70,2025-05-09T18:00:00,15.3,99.0,5.5
C0FA70,2025-05-09T19:00:00,15.0,99.0,2.0
C0FA70,2025-05-09T20:00:00,15.0,99.0,3.0
C0FA70,2025-05-09T21:00:00,15.1,99.0,0.5
C0FA70,2025-05-09T22:00:00,14.7,99.0,0.0
C0FA70,2025-05-09T23:00:00,14.7,99.0,0.0
C0FA70,2025-05-09T23:59:00,14.7,99.0,0.0
C0FA70,2025-05-10T01:00:00,14.8,99.0,0.5
C0FA70,2025-05-10T02:00:00,14.7,99.0,0.0
C0FA70,2025-05-10T03:00:00,14.8,99.0,0.0
C0FA70,2025-05-10T04:00:00,14.8,99.0,0.0
C0FA70,2025-05-10T05:00:00,14.7,99.0,0.0
C0FA70,2025-05-10T06:00:00,14.7,99.0,0.0
C0FA70,2025-05-10T07:00:00,14.5,99.0,0.0
